"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDFG","WSFG"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-08-28",," 1548","0.00","0.0","0.0",,"91","68","  135","18.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-08-29",," 1324","0.00","0.0","0.0",,"94","72","  180","25.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-08-30",," 1218","0.00","0.0","0.0",,"100","73","  225","26.4"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-08-31",," 1536","0.00","0.0","0.0",,"99","73","  180","25.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-01",," 1106","0.00","0.0","0.0",,"100","73","  225","27.5"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-02",," 2118","0.00","0.0","0.0",,"101","76","   45","23.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-03",,,"0.00","0.0","0.0",,"91","65",,
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-04",," 1436","0.00","0.0","0.0",,"89","62","  135","19.5"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-05",," 1136","0.00","0.0","0.0",,"90","62","  180","20.8"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-06",," 1224","0.00","0.0","0.0",,"93","59","  135","15.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-07",," 1254","0.00","0.0","0.0",,"92","67","  135","17.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-08",," 1142","0.00","0.0","0.0",,"91","66","  135","18.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-09",," 1348","0.00","0.0","0.0",,"91","63","  135","19.5"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-10",," 1230","0.00","0.0","0.0",,"95","67","  180","20.8"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-11",," 1024","0.00","0.0","0.0",,"93","70","  135","23.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-12",," 1724","0.00","0.0","0.0",,"98","70","  180","30.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-13",," 2024","0.00","0.0","0.0",,"94","69","   90","24.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-14",," 1930","1.98","0.0","0.0",,"95","67","  360","48.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-15",," 1342","0.32","0.0","0.0",,"69","65","  360","20.8"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-16",," 1324","0.00","0.0","0.0",,"82","62","  135","11.4"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-17",," 2242","0.00","0.0","0.0",,"91","67","  360","23.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-18",," 0136","0.35","0.0","0.0",,"78","57","  360","25.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-19",," 1412","0.21","0.0","0.0",,"70","59","  135","10.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-20",," 1212","0.00","0.0","0.0",,"73","56","  360","24.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-21",," 1154","0.00","0.0","0.0",,"71","46","  360","16.1"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-22",," 1624","0.00","0.0","0.0",,"76","46","  180","17.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-23",," 1348","0.00","0.0","0.0",,"87","55","  180","25.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-24",," 1136","0.00","0.0","0.0",,"84","59","  360","18.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-25",," 1430","0.00","0.0","0.0",,"77","52","  360","19.5"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-26",," 1548","0.00","0.0","0.0",,"70","52","  135","17.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-27",," 1142","0.00","0.0","0.0",,"86","61","  135","33.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-28",," 1200","0.00","0.0","0.0",,"90","67","  180","34.4"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-29",," 0854","0.00","0.0","0.0",,"86","69","  180","25.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-09-30",," 1312","0.00","0.0","0.0",,"86","68","  135","23.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-01",," 1348","0.00","0.0","0.0",,"87","63","  135","23.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-02",," 0924","0.68","0.0","0.0",,"87","61","  180","36.7"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-03",," 0924","0.00","0.0","0.0",,"84","66","  360","16.1"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-04",," 1306","0.00","0.0","0.0",,"89","61","  180","20.8"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-05",," 1430","0.00","0.0","0.0",,"87","63","  135","23.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-06",," 1000","0.00","0.0","0.0",,"78","64","  315","26.4"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-07",," 2230","0.00","0.0","0.0",,"86","58","  135","17.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-08",," 1330","0.00","0.0","0.0",,"90","60","  180","34.4"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-09",," 0030","0.00","0.0","0.0",,"73","45","  315","30.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-10",," 0930","0.00","0.0","0.0",,"70","48","  315","30.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-11",," 1324","0.04","0.0","0.0",,"70","42","  360","15.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-12",," 1306","0.01","0.0","0.0",,"68","50","   45","10.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-13",," 1230","0.00","0.0","0.0",,"73","48","  360","19.5"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-14",," 1624","0.00","0.0","0.0",,"75","42","  225","18.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-15",," 1636","0.00","0.0","0.0",,"81","43","  360","20.8"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-16",," 0954","0.00","0.0","0.0",,"71","47","   45","13.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-17",," 1600","0.00","0.0","0.0",,"74","50","  135","21.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-18",," 2142","0.00","0.0","0.0",,"86","56","  180","26.4"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-19",," 1600","0.00","0.0","0.0",,"78","44","  315","38.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-20",," 1154","0.00","0.0","0.0",,"59","32","  315","24.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-21",," 1424","0.00","0.0","0.0",,"63","42","   45","15.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-22",," 1242","0.00","0.0","0.0",,"67","41","   45","11.4"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-23",," 0848","0.00","0.0","0.0",,"68","38","  135","15.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-24",," 1048","0.00","0.0","0.0",,"69","38","  180","15.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-25",," 1000","0.00","0.0","0.0",,"69","36","  135","18.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-26",," 1530","0.00","0.0","0.0",,"73","44","  135","27.5"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-27",," 1000","0.00","0.0","0.0",,"77","56","  180","34.4"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-28",," 0718","0.30","0.0","0.0",,"70","45","  315","26.4"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-29",," 1324","0.00","0.0","0.0",,"73","37","  180","21.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-30",," 1554","0.00","0.0","0.0",,"76","47","  180","26.4"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-10-31",," 1500","0.00","0.0","0.0",,"84","65","  180","28.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-01",," 0930","0.00","0.0","0.0",,"76","53","  180","31.1"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-02",," 2312","0.00","0.0","0.0",,"63","46","  360","34.4"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-03",," 0042","0.00","0.0","0.0",,"54","33","  360","32.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-04",," 1330","0.00","0.0","0.0",,"52","29","  315","12.8"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-05",," 1548","0.00","0.0","0.0",,"60","28","  135","20.8"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-06",," 1006","0.00","0.0","0.0",,"71","42","  180","27.5"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-07",," 1436","0.00","0.0","0.0",,"70","54","  135","28.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-08",," 1200","0.00","0.0","0.0",,"70","54","  180","25.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-09",," 1148","0.00","0.0","0.0",,"71","51","  180","25.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-10",," 2342","0.10","0.0","0.0",,"69","60","  135","23.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-11",," 1054","0.18","0.0","0.0",,"75","49","  180","38.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-12",," 0024","0.00","0.0","0.0",,"49","27","  315","35.6"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-13",," 2030","0.00","0.0","0.0",,"52","19","  135","24.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-14",," 0754","0.00","0.0","0.0",,"45","26","  360","42.5"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-15",," 1554","0.00","0.0","0.0",,"50","19","  180","21.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-16",," 1012","0.00","0.0","0.0",,"59","33","  180","17.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-17",," 2118","0.00","0.0","0.0",,"52","36","  135","13.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-18",," 2142","0.00","0.0","0.0",,"58","44","  135","21.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-19",," 1506","0.00","0.0","0.0",,"79","56","  180","32.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-20",," 1048","0.00","0.0","0.0",,"68","45","  360","24.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-21",," 1500","0.00","0.0","0.0",,"70","37","  135","11.4"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-22",," 1118","0.01","0.0","0.0",,"78","46","  225","27.5"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-23",," 1318","0.02","0.0","0.0",,"46","26","  360","32.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-24",," 0000","0.05","0.0","0.0",,"39","20","  360","16.1"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-25",," 1942","0.17","0.0","0.0",,"40","31","  180","16.1"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-26",," 2100","1.80","0.0","0.0",,"42","34","  360","28.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-27",," 0730","0.45","0.0","0.0",,"35","32","  360","25.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-28",," 0412","0.00","0.0","0.0",,"53","29","  225","17.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-29",," 1442","0.00","0.0","0.0",,"63","29","  180","16.1"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-11-30",," 1412","0.00","0.0","0.0",,"72","42","  180","24.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-01",," 1436","0.00","0.0","0.0",,"76","56","  180","31.1"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-02",," 1524","0.00","0.0","0.0",,"60","45","  225","13.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-03",," 1530","0.15","0.0","0.0",,"55","42","  360","28.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-04",," 0100","0.01","0.0","0.0",,"46","41","  360","19.5"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-05",," 1512","0.07","0.0","0.0",,"58","41","  315","23.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-06",," 1506","0.00","0.0","0.0",,"58","31","  135","13.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-07",," 2354","0.00","0.0","0.0",,"63","36","  360","21.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-08",," 0654","0.00","0.0","0.0",,"39","29","  360","26.4"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-09",," 0018","0.03","0.0","0.0",,"45","27","  360","18.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-10",," 2236","0.20","0.0","0.0",,"44","38","  360","18.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-11",," 1036","0.02","0.0","0.0",,"43","21","  360","32.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-12",," 2330","0.00","0.0","0.0",,"40","16","  180","15.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-13",," 1206","0.00","0.0","0.0",,"50","25","  180","34.4"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-14",," 0242","0.00","0.0","0.0",,"59","38","  180","28.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-15",," 1448","0.00","0.0","0.0",,"56","28","  270","16.1"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-16",," 1200","0.00","0.0","0.0",,"64","29","  180","18.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-17",," 1642","0.00","0.0","0.0",,"66","33","  135","24.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-18",," 1600","0.00","0.0","0.0",,"69","37","  315","25.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-19",," 1454","0.00","0.0","0.0",,"58","30","  225","19.5"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-20",," 1218","0.00","0.0","0.0",,"64","32","   45","17.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-21",," 1512","0.00","0.0","0.0",,"67","31","  180","19.5"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-22",," 1342","0.00","0.0","0.0",,"71","38","  180","25.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-23",," 1312","0.00","0.0","0.0",,"72","50","  180","31.1"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-24",," 1430","1.09","0.0","0.0",,"61","46","  180","38.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-25",," 1030","0.00","0.0","0.0",,"47","30","  315","32.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-26",," 0018","0.00","0.0","0.0",,"36","27","  360","23.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-27",," 2342","0.37","0.0","0.0",,"39","33","  315","28.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-28",," 0154","0.00","0.0","0.0",,"36","25","  315","33.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-29",," 0124","0.00","0.0","0.0",,"39","17","  315","21.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-30",," 1118","0.00","0.0","0.0",,"36","19","  135","16.1"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1982-12-31",," 0912","0.00","0.0","0.0",,"41","25","  315","16.1"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-01",," 1600","0.07","1.0","0.0",,"40","22","  360","17.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-02",," 2112","0.05","0.5","1.0",,"45","27","  360","21.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-03",," 0006","0.00","0.0","0.0",,"29","25","  360","19.5"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-04",," 0006","0.00","0.0","0.0",,"35","28","  180","18.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-05",," 1400","0.00","0.0","0.0",,"40","31","  225","16.1"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-06",," 0430","0.00","0.0","0.0",,"58","31","  180","20.8"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-07",," 0906","0.00","0.0","0.0",,"58","31","   45","15.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-08",," 0800","0.00","0.0","0.0",,"59","36","  315","15.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-09",," 1436","0.00","0.0","0.0",,"62","33","  315","31.1"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-10",," 0342","0.00","0.0","0.0",,"54","33","  315","26.4"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-11",," 1000","0.00","0.0","0.0",,"55","34","  315","28.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-12",," 1436","0.00","0.0","0.0",,"58","21","  225","23.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-13",," 1642","0.00","0.0","0.0",,"72","35","  180","20.8"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-14",," 1318","0.00","0.0","0.0",,"61","35","  360","30.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-15",," 0142","0.00","0.0","0.0",,"45","24","  360","21.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-16",," 1054","0.00","0.0","0.0",,"56","23","  180","20.8"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-17",," 2136","0.00","0.0","0.0",,"51","25","  225","20.8"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-18",," 2330","0.16","0.9","0.0",,"34","29","   90","17.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-19",," 0600","0.03","0.0","1.0",,"33","29","  135","20.8"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-20",," 2136","0.00","0.0","1.0",,"37","28","   45","18.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-21",," 1854","0.09","2.0","0.0",,"40","27","  360","23.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-22",," 1136","0.03","0.7","2.0",,"32","26","  315","21.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-23",," 1418","0.00","0.0","0.0",,"48","17","  225","17.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-24",," 1506","0.00","0.0","0.0",,"49","30","  360","24.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-25",," 2130","0.18","0.0","0.0",,"47","32","  135","20.8"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-26",," 1024","0.46","0.0","0.0",,"43","26","  315","36.7"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-27",," 2312","0.00","0.0","0.0",,"37","23","  135","21.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-28",," 0912","0.03","0.0","0.0",,"48","35","  180","32.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-29",," 1042","0.00","0.0","0.0",,"54","37","  315","41.4"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-30",," 1348","0.00","0.0","0.0",,"59","33","  135","20.8"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-01-31",," 1254","1.52","0.0","0.0",,"46","40","   45","28.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-02-01",," 2324","0.36","0.0","0.0",,"40","25","  315","33.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-02-02",," 1318","0.00","0.0","0.0",,"34","24","  315","38.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-02-03",," 1130","0.00","0.0","0.0",,"34","21","  315","30.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-02-04",," 1812","0.25","4.3","0.0",,"31","25","  135","16.1"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-02-05",," 0300","0.00","0.0","4.0",,"36","27","  180","17.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-02-06",," 0818","0.00","0.0","1.0",,"35","17","  315","25.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-02-07",," 2336","0.00","0.0","1.0",,"38","13","  135","18.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-02-08",," 0042","0.00","0.0","0.0",,"44","34","  135","16.1"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-02-09",," 1512","0.20","0.0","0.0",,"46","35","  315","20.8"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-02-10",," 0524","0.00","0.0","0.0",,"50","36","  315","13.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-02-11",," 0624","0.00","0.0","0.0",,"40","33","  315","24.2"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-02-12",," 0206","0.00","0.0","0.0",,"54","33","  315","12.8"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-02-13",," 1148","0.00","0.0","0.0",,"60","32","  135","23.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-02-14",," 1054","0.00","0.0","0.0",,"65","40","  180","28.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-02-15",," 1524","0.00","0.0","0.0",,"54","41","  315","18.3"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-02-16",," 1400","0.00","0.0","0.0",,"66","31","  360","13.9"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-02-17",," 2218","0.00","0.0","0.0",,"66","36","  315","15.0"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-02-18",," 1454","0.00","0.0","0.0",,"67","38","  225","19.5"
"USW00013967","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","1983-02-19",," 1130","0.55","0.0","0.0",,"71","44","  135","32.2"
