EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
10102935,OKLAHOMA CO., ,03/03/1989,1745,Hail,1.25, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,03/03/1989,1745,35.53,-97.42, , ,"","",328
10105024,OKLAHOMA CO., ,05/04/1989,100,Thunderstorm Wind,52, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/04/1989,100,35.65,-97.48, , ,"","",329
10105025,OKLAHOMA CO., ,05/04/1989,115,Thunderstorm Wind,0, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/04/1989,115,35.48,-97.53, , ,"","",330
10100801,OKLAHOMA CO., ,05/13/1989,1910,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/13/1989,1910,35.50,-97.27, , ,"","",331
10101863,OKLAHOMA CO., ,05/15/1989,1438,Hail,1.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/15/1989,1438,35.48,-97.53, , ,"","",332
10101866,OKLAHOMA CO., ,05/15/1989,1455,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/15/1989,1455,35.65,-97.48, , ,"","",333
10101871,OKLAHOMA CO., ,05/15/1989,1520,Hail,1.25, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/15/1989,1520,35.45,-97.40, , ,"","",334
10101873,OKLAHOMA CO., ,05/15/1989,1545,Hail,.88, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/15/1989,1545,35.50,-97.27, , ,"","",335
10104147,OKLAHOMA CO., ,05/22/1989,230,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/22/1989,230,35.67,-97.33, , ,"","",336
10101676,OKLAHOMA CO., ,05/26/1989,120,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/26/1989,120,35.53,-97.42, , ,"","",337
10101678,OKLAHOMA CO., ,05/26/1989,144,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/26/1989,144,35.65,-97.48, , ,"","",338
10101684,OKLAHOMA CO., ,05/26/1989,240,Hail,.88, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/26/1989,240,35.48,-97.53, , ,"","",339
10102754,OKLAHOMA CO., ,05/26/1989,253,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/26/1989,253,35.65,-97.48, , ,"","",340
10105522,OKLAHOMA CO., ,06/06/1989,1512,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/06/1989,1512,35.48,-97.53, , ,"","",341
10103952,OKLAHOMA CO., ,06/10/1989,1010,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/10/1989,1010,35.45,-97.40, , ,"","",342
10105053,OKLAHOMA CO., ,06/12/1989,121,Thunderstorm Wind,52, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/12/1989,121,35.53,-97.65, , ,"","",343
10105056,OKLAHOMA CO., ,06/12/1989,155,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/12/1989,155,35.48,-97.53, , ,"","",344
10101467,OKLAHOMA CO., ,06/13/1989,300,Thunderstorm Wind,0, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/13/1989,300,35.45,-97.40, , ,"","",345
10101709,OKLAHOMA CO., ,06/27/1989,221,Thunderstorm Wind,57, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/27/1989,221,35.40,-97.60, , ,"","",346
10101734,OKLAHOMA CO., ,07/02/1989,850,Thunderstorm Wind,52, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,07/02/1989,850,35.65,-97.48, , ,"","",347
10101741,OKLAHOMA CO., ,07/02/1989,951,Thunderstorm Wind,54, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,07/02/1989,951,35.40,-97.60, , ,"","",348
10103744,OKLAHOMA CO., ,08/05/1989,2145,Hail,.88, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,08/05/1989,2145,35.65,-97.48, , ,"","",349
10104002,OKLAHOMA CO., ,09/01/1989,1617,Hail,.88, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,09/01/1989,1617,35.48,-97.53, , ,"","",350
10104004,OKLAHOMA CO., ,09/01/1989,1623,Thunderstorm Wind,61, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,09/01/1989,1623,35.67,-97.20, , ,"","",351
10104006,OKLAHOMA CO., ,09/01/1989,1632,Thunderstorm Wind,0, ,0,1,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,09/01/1989,1632,35.50,-97.50, , ,"","",352
10104007,OKLAHOMA CO., ,09/01/1989,1633,Thunderstorm Wind,61, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,09/01/1989,1633,35.43,-97.17, , ,"","",353
10104008,OKLAHOMA CO., ,09/01/1989,1640,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,09/01/1989,1640,35.67,-97.33, , ,"","",354
10104011,OKLAHOMA CO., ,09/01/1989,1652,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,09/01/1989,1652,35.57,-97.17, , ,"","",355
10104020,OKLAHOMA CO., ,09/01/1989,1845,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,09/01/1989,1845,35.65,-97.48, , ,"","",356
10100951,OKLAHOMA CO., ,01/16/1990,2159,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,01/16/1990,2159,35.52,-97.60, , ,"","",357
10100953,OKLAHOMA CO., ,01/16/1990,2210,Hail,.88, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,01/16/1990,2210,35.65,-97.48, , ,"","",358
10102061,OKLAHOMA CO., ,03/13/1990,1756,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,03/13/1990,1756,35.40,-97.17, , ,"","",359
10102067,OKLAHOMA CO., ,03/13/1990,1849,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,03/13/1990,1849,35.38,-97.38, , ,"","",360
10102072,OKLAHOMA CO., ,03/13/1990,1921,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,03/13/1990,1921,35.48,-97.17, , ,"","",361
10104102,OKLAHOMA CO., ,04/13/1990,1658,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/13/1990,1658,35.48,-97.53, , ,"","",362
10104397,OKLAHOMA CO., ,04/16/1990,2148,Hail,.88, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/16/1990,2148,35.48,-97.17, , ,"","",363
10104402,OKLAHOMA CO., ,04/16/1990,2204,Hail,.88, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/16/1990,2204,35.48,-97.53, , ,"","",364
10104403,OKLAHOMA CO., ,04/16/1990,2204,Thunderstorm Wind,70, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/16/1990,2204,35.65,-97.48, , ,"","",365
10104409,OKLAHOMA CO., ,04/16/1990,2219,Thunderstorm Wind,80, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/16/1990,2219,35.40,-97.60, , ,"","",366
10104413,OKLAHOMA CO., ,04/16/1990,2237,Thunderstorm Wind,54, ,0,1,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/16/1990,2237,35.42,-97.38, , ,"","",367
10104414,OKLAHOMA CO., ,04/16/1990,2240,Thunderstorm Wind,87, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/16/1990,2240,35.48,-97.53, , ,"","",368
10104418,OKLAHOMA CO., ,04/16/1990,2305,Thunderstorm Wind,52, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/16/1990,2305,35.45,-97.40, , ,"","",369
10104455,OKLAHOMA CO., ,04/22/1990,1545,Hail,.88, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/22/1990,1545,35.72,-97.67, , ,"","",370
10101001,OKLAHOMA CO., ,04/25/1990,1940,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/25/1990,1940,35.47,-97.17, , ,"","",371
10101008,OKLAHOMA CO., ,05/05/1990,1730,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/05/1990,1730,35.65,-97.48, , ,"","",372
10102131,OKLAHOMA CO., ,05/15/1990,1817,Hail,.88, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/15/1990,1817,35.72,-97.55, , ,"","",373
10103302,OKLAHOMA CO., ,05/19/1990,1846,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/19/1990,1846,35.45,-97.40, , ,"","",374
10103309,OKLAHOMA CO., ,05/19/1990,1934,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/19/1990,1934,35.48,-97.53, , ,"","",375
10103315,OKLAHOMA CO., ,05/19/1990,2023,Hail,3.25, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/19/1990,2023,35.48,-97.53, , ,"","",376
10103317,OKLAHOMA CO., ,05/19/1990,2051,Hail,1.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/19/1990,2051,35.48,-97.53, , ,"","",377
10104171,OKLAHOMA CO., ,05/19/1990,2129,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/19/1990,2129,35.48,-97.53, , ,"","",378
10104173,OKLAHOMA CO., ,05/19/1990,2220,Hail,1.50, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/19/1990,2220,35.48,-97.53, , ,"","",379
10104175,OKLAHOMA CO., ,05/19/1990,2240,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/19/1990,2240,35.48,-97.53, , ,"","",380
10104178,OKLAHOMA CO., ,05/19/1990,2355,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/19/1990,2355,35.48,-97.53, , ,"","",381
10101080,OKLAHOMA CO., ,05/26/1990,1859,Thunderstorm Wind,52, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/26/1990,1859,35.53,-97.65, , ,"","",382
10101085,OKLAHOMA CO., ,05/26/1990,1948,Thunderstorm Wind,65, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/26/1990,1948,35.48,-97.53, , ,"","",383
10101091,OKLAHOMA CO., ,05/26/1990,2030,Thunderstorm Wind,56, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/26/1990,2030,35.48,-97.53, , ,"","",384
10103359,OKLAHOMA CO., ,06/21/1990,1835,Thunderstorm Wind,52, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/21/1990,1835,35.48,-97.53, , ,"","",385
10103373,OKLAHOMA CO., ,06/23/1990,1730,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/23/1990,1730,35.65,-97.48, , ,"","",386
10103374,OKLAHOMA CO., ,06/23/1990,1835,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/23/1990,1835,35.50,-97.27, , ,"","",387
10103375,OKLAHOMA CO., ,06/23/1990,1840,Hail,.88, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/23/1990,1840,35.48,-97.53, , ,"","",388
10103376,OKLAHOMA CO., ,06/23/1990,1855,Hail,1.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/23/1990,1855,35.48,-97.53, , ,"","",389
10104199,OKLAHOMA CO., ,08/18/1990,1515,Thunderstorm Wind,51, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,08/18/1990,1515,35.40,-97.60, , ,"","",390
10104202,OKLAHOMA CO., ,08/18/1990,1530,Thunderstorm Wind,0, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,08/18/1990,1530,35.48,-97.53, , ,"","",391
10104206,OKLAHOMA CO., ,08/18/1990,1713,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,08/18/1990,1713,35.45,-97.40, , ,"","",392
10104208,OKLAHOMA CO., ,08/18/1990,1737,Thunderstorm Wind,52, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,08/18/1990,1737,35.48,-97.53, , ,"","",393
10104212,OKLAHOMA CO., ,08/18/1990,1854,Thunderstorm Wind,52, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,08/18/1990,1854,35.40,-97.20, , ,"","",394
10100872,OKLAHOMA CO., ,03/21/1991,1500,Hail,.88, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,03/21/1991,1500,35.48,-97.53, , ,"","",395
10100965,OKLAHOMA CO., ,04/14/1991,1730,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/14/1991,1730,35.52,-97.63, , ,"","",396
10101247,OKLAHOMA CO., ,04/25/1991,2350,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/25/1991,2350,35.40,-97.60, , ,"","",397
10101248,OKLAHOMA CO., ,04/26/1991,38,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/26/1991,38,35.48,-97.53, , ,"","",398
10102371,OKLAHOMA CO., ,04/26/1991,2125,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/26/1991,2125,35.47,-97.27, , ,"","",399
10102372,OKLAHOMA CO., ,04/26/1991,2128,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/26/1991,2128,35.48,-97.53, , ,"","",400
10103518,OKLAHOMA CO., ,05/04/1991,1710,Hail,.88, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/04/1991,1710,35.48,-97.53, , ,"","",401
10103522,OKLAHOMA CO., ,05/04/1991,1725,Hail,1.25, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/04/1991,1725,35.55,-97.27, , ,"","",402
10103526,OKLAHOMA CO., ,05/04/1991,1759,Thunderstorm Wind,0, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/04/1991,1759,35.48,-97.53, , ,"","",403
10104616,OKLAHOMA CO., ,05/07/1991,1742,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/07/1991,1742,35.57,-97.63, , ,"","",404
10104617,OKLAHOMA CO., ,05/07/1991,1900,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/07/1991,1900,35.65,-97.48, , ,"","",405
10101276,OKLAHOMA CO., ,06/01/1991,2010,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/01/1991,2010,35.48,-97.53, , ,"","",406
10101311,OKLAHOMA CO., ,06/05/1991,925,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/05/1991,925,35.48,-97.53, , ,"","",407
10101313,OKLAHOMA CO., ,06/05/1991,951,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/05/1991,951,35.48,-97.17, , ,"","",408
10101315,OKLAHOMA CO., ,06/05/1991,1027,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/05/1991,1027,35.48,-97.53, , ,"","",409
10101317,OKLAHOMA CO., ,06/05/1991,1053,Hail,1.50, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/05/1991,1053,35.42,-97.38, , ,"","",410
10102436,OKLAHOMA CO., ,06/13/1991,640,Hail,.88, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/13/1991,640,35.48,-97.53, , ,"","",411
10102447,OKLAHOMA CO., ,06/15/1991,1855,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/15/1991,1855,35.48,-97.53, , ,"","",412
10101345,OKLAHOMA CO., ,06/23/1991,1446,Thunderstorm Wind,54, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/23/1991,1446,35.40,-97.60, , ,"","",413
10101348,OKLAHOMA CO., ,06/23/1991,1510,Thunderstorm Wind,61, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/23/1991,1510,35.45,-97.40, , ,"","",414
10101359,OKLAHOMA CO., ,07/03/1991,126,Thunderstorm Wind,50, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,07/03/1991,126,35.53,-97.65, , ,"","",415
10101360,OKLAHOMA CO., ,07/03/1991,205,Thunderstorm Wind,0, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,07/03/1991,205,35.48,-97.53, , ,"","",416
10101908,OKLAHOMA CO., ,10/23/1991,2308,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,10/23/1991,2308,35.48,-97.53, , ,"","",417
10159659,OKLAHOMA CO., ,03/04/1992,1858,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,03/04/1992,1858,35.62,-97.38, , ,"","",418
10162340,OKLAHOMA CO., ,04/12/1992,206,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/12/1992,206,35.48,-97.53, , ,"","",419
10158885,OKLAHOMA CO., ,04/16/1992,1528,Hail,.88, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/16/1992,1528,35.45,-97.45, , ,"","",420
10155149,OKLAHOMA CO., ,04/19/1992,225,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/19/1992,225,35.43,-97.48, , ,"","",421
10156058,OKLAHOMA CO., ,04/22/1992,2318,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/22/1992,2318,35.65,-97.48, , ,"","",422
10157449,OKLAHOMA CO., ,04/27/1992,2318,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/27/1992,2318,35.65,-97.42, , ,"","",423
10157455,OKLAHOMA CO., ,04/28/1992,1406,Hail,.88, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/28/1992,1406,35.48,-97.53, , ,"","",424
10157456,OKLAHOMA CO., ,04/28/1992,1430,Hail,1.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/28/1992,1430,35.48,-97.53, , ,"","",425
10157457,OKLAHOMA CO., ,04/28/1992,1458,Hail,.88, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/28/1992,1458,35.48,-97.53, , ,"","",426
10157460,OKLAHOMA CO., ,04/28/1992,1515,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,04/28/1992,1515,35.47,-97.17, , ,"","",427
10155832,OKLAHOMA CO., ,05/10/1992,1451,Hail,1.25, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/10/1992,1451,35.52,-97.63, , ,"","",428
10104485,OKLAHOMA CO., ,05/10/1992,1515,Thunderstorm Wind,0, ,0,2,0,0,OK,PST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/10/1992,1515,35.68,-97.60, , ,"","",429
10155835,OKLAHOMA CO., ,05/10/1992,1522,Hail,1.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/10/1992,1522,35.48,-97.53, , ,"","",430
10155842,OKLAHOMA CO., ,05/10/1992,1550,Hail,1.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/10/1992,1550,35.65,-97.48, , ,"","",431
10104486,OKLAHOMA CO., ,05/10/1992,1611,Tornado,0,F0,0,0,0,0,OK,CST, , ,C,109, ,0,0, , ,.5,30,0, ,0, , ,05/10/1992,1611,35.67,-97.33, , ,"","",432
10156670,OKLAHOMA CO., ,05/10/1992,2010,Hail,.88, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/10/1992,2010,35.48,-97.53, , ,"","",433
10156673,OKLAHOMA CO., ,05/10/1992,2045,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/10/1992,2045,35.70,-97.25, , ,"","",434
10157325,OKLAHOMA CO., ,05/15/1992,2011,Hail,.88, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,05/15/1992,2011,35.50,-97.27, , ,"","",435
10156373,OKLAHOMA CO., ,06/14/1992,1357,Hail,.88, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/14/1992,1357,35.65,-97.52, , ,"","",436
10101131,OKLAHOMA CO., ,06/14/1992,1359,Thunderstorm Wind,52, ,0,0,0,0,OK,PST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/14/1992,1359,35.67,-97.20, , ,"","",437
10156375,OKLAHOMA CO., ,06/14/1992,1436,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/14/1992,1436,35.48,-97.53, , ,"","",438
10101145,OKLAHOMA CO., ,06/17/1992,1900,Thunderstorm Wind,0, ,0,0,0,0,OK,PST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/17/1992,1900,35.65,-97.42, , ,"","",439
10101146,OKLAHOMA CO., ,06/17/1992,1945,Thunderstorm Wind,52, ,0,0,0,0,OK,PST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/17/1992,1945,35.65,-97.48, , ,"","",440
10156194,OKLAHOMA CO., ,06/18/1992,1730,Hail,1.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/18/1992,1730,35.48,-97.53, , ,"","",441
10156202,OKLAHOMA CO., ,06/18/1992,1805,Hail,1.25, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/18/1992,1805,35.48,-97.60, , ,"","",442
10156431,OKLAHOMA CO., ,06/18/1992,1855,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/18/1992,1855,35.70,-97.65, , ,"","",443
10156432,OKLAHOMA CO., ,06/18/1992,1856,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/18/1992,1856,35.52,-97.53, , ,"","",444
10155637,OKLAHOMA CO., ,06/23/1992,1642,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/23/1992,1642,35.48,-97.53, , ,"","",445
10102310,OKLAHOMA CO., ,06/24/1992,2215,Thunderstorm Wind,52, ,0,0,0,0,OK,PST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/24/1992,2215,35.48,-97.53, , ,"","",446
10102311,OKLAHOMA CO., ,06/24/1992,2216,Thunderstorm Wind,0, ,0,0,0,0,OK,PST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/24/1992,2216,35.65,-97.48, , ,"","",447
10103176,OKLAHOMA CO., ,06/24/1992,2256,Thunderstorm Wind,58, ,0,0,0,0,OK,PST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/24/1992,2256,35.48,-97.53, , ,"","",448
10157940,OKLAHOMA CO., ,06/24/1992,2312,Hail,1.00, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,06/24/1992,2312,35.48,-97.53, , ,"","",449
10154833,OKLAHOMA CO., ,07/16/1992,314,Hail,.75, ,0,0,0,0,OK,CST, , ,C,109,OKC,0,0, , ,0,0,0, ,0, , ,07/16/1992,314,35.67,-97.48, , ,"","",450
